year,month,day,hour,min,sec,lat,,latM,latMd,long,,longM,longMd,depth,mag
2009,3,22,8,7,3002,60,N,29,6,152,W,45,93,288,5
2009,3,22,8,8,4748,60,N,29,5,152,W,45,68,73,5
2009,3,22,8,10,5638,60,N,29,69,152,W,46,5,0,-1
2009,3,22,8,12,4362,60,N,29,63,152,W,46,22,0,1
2009,3,22,8,15,4303,60,N,30,14,152,W,45,45,601,7
2009,3,22,8,16,1341,60,N,29,53,152,W,45,66,194,1
2009,3,22,8,18,4489,60,N,29,46,152,W,45,63,95,7
2009,3,22,8,20,2049,60,N,28,99,152,W,44,94,0,3
2009,3,22,8,21,1183,60,N,29,8,152,W,46,34,226,5
2009,3,22,8,22,3285,60,N,29,68,152,W,45,89,145,2
2009,3,22,8,23,3974,60,N,29,0,152,W,46,1,70,-5
2009,3,22,8,23,4700,60,N,29,11,152,W,45,46,59,4
2009,3,22,8,27,2528,60,N,29,6,152,W,47,35,303,-3
2009,3,22,8,27,3089,60,N,29,52,152,W,45,70,0,2
2009,3,22,8,28,83,60,N,30,38,152,W,45,31,0,3
2009,3,22,8,31,1231,60,N,29,1,152,W,45,75,84,7
2009,3,22,8,32,4371,60,N,29,33,152,W,46,42,44,8
2009,3,22,8,34,1139,60,N,28,14,152,W,45,71,100,2
2009,3,22,8,35,591,60,N,29,51,152,W,45,62,195,5
2009,3,22,8,35,590,60,N,29,85,152,W,45,82,200,5
2009,3,22,8,36,5591,60,N,29,14,152,W,45,94,253,5
2009,3,22,8,37,829,60,N,28,44,152,W,45,84,332,7
2009,3,22,8,39,5068,60,N,29,21,152,W,46,47,98,2
2009,3,22,8,40,720,60,N,29,64,152,W,45,73,82,4
2009,3,22,8,41,4521,60,N,28,46,152,W,48,79,630,3
2009,3,22,8,42,3153,60,N,29,16,152,W,45,74,79,-1
2009,3,22,8,43,1993,60,N,29,33,152,W,45,68,382,3
2009,3,22,8,46,292,60,N,29,30,152,W,45,66,0,5
2009,3,22,8,46,4874,60,N,29,46,152,W,46,9,0,4
2009,3,22,8,50,2805,60,N,29,1,152,W,45,76,7,1
2009,3,22,8,50,4616,60,N,29,29,152,W,46,48,31,4
2009,3,22,8,50,5710,60,N,30,55,152,W,46,17,303,10
2009,3,22,8,55,3568,60,N,29,39,152,W,45,87,108,2
2009,3,22,8,56,5788,60,N,29,72,152,W,46,45,0,0
2009,3,22,8,57,1551,60,N,29,79,152,W,46,33,359,5
2009,3,22,8,58,3050,60,N,29,51,152,W,45,62,113,6
2009,3,22,8,59,4586,60,N,28,68,152,W,46,91,57,-9
2009,3,22,9,0,371,60,N,28,73,152,W,45,66,107,0
2009,3,22,9,0,3284,60,N,29,53,152,W,45,87,47,1
2009,3,22,9,3,5469,60,N,29,20,152,W,45,48,240,7
2009,3,22,9,5,4972,60,N,29,16,152,W,45,95,30,-1
2009,3,22,9,6,1469,60,N,29,24,152,W,46,34,0,12
2009,3,22,9,7,2364,60,N,29,23,152,W,45,50,230,9
2009,3,22,9,9,1484,60,N,29,21,152,W,45,84,232,-2
2009,3,22,9,9,2401,60,N,29,26,152,W,46,63,0,5
2009,3,22,9,10,2324,60,N,28,60,152,W,45,95,40,-5
2009,3,22,9,10,3420,60,N,30,29,152,W,45,81,0,-3
2009,3,22,9,10,4131,60,N,29,90,152,W,45,88,0,1
2009,3,22,9,12,4483,60,N,30,29,152,W,45,78,14,2
2009,3,22,9,15,1378,60,N,29,3,152,W,45,52,84,-1
2009,3,22,9,15,3275,60,N,29,29,152,W,45,78,0,4
2009,3,22,9,16,396,60,N,29,26,152,W,46,5,62,3
2009,3,22,9,17,2099,60,N,28,80,152,W,45,69,174,0
2009,3,22,9,18,1840,60,N,29,40,152,W,45,87,149,4
2009,3,22,9,18,3801,60,N,29,80,152,W,45,22,0,-1
2009,3,22,9,18,4978,60,N,29,83,152,W,45,80,419,5
2009,3,22,9,20,219,60,N,2,2,153,W,4,48,0,0
2009,3,22,9,23,2330,60,N,29,77,152,W,45,74,70,0
2009,3,22,9,24,1122,60,N,31,6,152,W,47,23,66,3
2009,3,22,9,25,642,60,N,29,31,152,W,46,24,0,4
2009,3,22,9,25,2983,60,N,30,24,152,W,46,51,49,3
2009,3,22,9,26,1551,60,N,29,79,152,W,44,82,0,-6
2009,3,22,9,26,3047,60,N,28,20,152,W,46,21,617,5
2009,3,22,9,28,1603,60,N,29,25,152,W,46,36,107,6
2009,3,22,9,28,4248,60,N,29,25,152,W,45,93,58,0
2009,3,22,9,31,1411,60,N,29,4,152,W,45,72,50,4
2009,3,22,9,31,4898,60,N,29,33,152,W,46,34,116,8
2009,3,22,9,32,2934,60,N,29,23,152,W,45,69,42,-3
2009,3,22,9,32,5214,60,N,31,74,152,W,46,0,303,9
2009,3,22,9,36,3876,60,N,29,32,152,W,45,78,0,5
2009,3,22,9,38,5905,60,N,29,50,152,W,47,8,524,5
2009,3,22,9,39,2032,60,N,29,45,152,W,45,62,282,7
2009,3,22,9,40,4948,60,N,28,98,152,W,45,84,118,2
2009,3,22,9,43,4155,60,N,29,36,152,W,45,97,0,-1
2009,3,22,9,44,821,60,N,29,50,152,W,45,62,116,8
2009,3,22,9,46,2114,60,N,29,41,152,W,46,18,112,0
2009,3,22,9,46,4304,60,N,29,70,152,W,43,41,0,0
2009,3,22,9,48,2697,60,N,30,12,152,W,45,98,166,8
2009,3,22,9,48,5710,60,N,28,8,152,W,47,40,531,5
2009,3,22,9,51,3997,60,N,30,41,152,W,46,5,567,6
2009,3,22,9,51,5960,60,N,28,53,152,W,45,70,246,3
2009,3,22,9,52,2474,60,N,29,28,152,W,46,19,14,0
2009,3,22,9,52,4679,60,N,30,75,152,W,46,39,311,5
2009,3,22,9,54,4089,60,N,29,90,152,W,45,98,0,0
2009,3,22,9,54,5291,60,N,28,42,152,W,45,81,61,0
2009,3,22,9,56,2208,58,N,15,42,155,W,1,63,80,6
2009,3,22,9,57,668,60,N,29,41,152,W,45,87,229,-2
2009,3,22,9,57,1339,60,N,30,3,152,W,46,51,365,6
2009,3,22,9,57,4801,60,N,28,18,152,W,45,10,346,6
2009,3,22,9,58,202,60,N,28,77,152,W,45,83,0,3
2009,3,22,9,59,3532,60,N,28,93,152,W,44,78,367,-1
2009,3,22,9,59,5537,60,N,28,72,152,W,45,88,213,5
2009,3,22,10,1,841,60,N,29,46,152,W,45,83,0,5
2009,3,22,10,1,2653,60,N,29,61,152,W,46,37,0,-1
2009,3,22,10,4,941,60,N,28,82,152,W,46,33,12,10
2009,3,22,10,4,3225,60,N,29,60,152,W,45,70,23,4
2009,3,22,10,4,5919,60,N,29,12,152,W,46,10,340,-1
2009,3,22,10,5,2407,60,N,29,12,152,W,45,87,44,3
2009,3,22,10,5,5513,60,N,28,59,152,W,45,83,0,-6
2009,3,22,10,7,3816,60,N,27,62,152,W,43,93,478,3
2009,3,22,10,7,5123,60,N,29,68,152,W,46,40,0,0
2009,3,22,10,8,387,60,N,29,41,152,W,45,89,122,-1
2009,3,22,10,8,4388,60,N,30,5,152,W,45,83,194,3
2009,3,22,10,9,5909,60,N,29,27,152,W,46,10,218,4
2009,3,22,10,10,682,60,N,30,0,152,W,45,54,264,5
2009,3,22,10,10,5520,60,N,29,14,152,W,45,79,91,7
2009,3,22,10,14,507,60,N,28,59,152,W,45,89,243,8
2009,3,22,10,16,2734,60,N,28,89,152,W,45,67,45,3
2009,3,22,10,18,1211,60,N,28,81,152,W,45,87,0,-1
2009,3,22,10,18,1897,60,N,29,68,152,W,45,89,0,2
2009,3,22,10,18,4450,60,N,29,15,152,W,46,0,0,3
2009,3,22,10,19,1717,60,N,28,86,152,W,45,78,234,3
2009,3,22,10,19,5211,60,N,29,41,152,W,45,99,19,2
2009,3,22,10,20,2493,60,N,28,93,152,W,45,76,9,-2
2009,3,22,10,22,3319,60,N,28,29,152,W,43,85,185,6
2009,3,22,10,23,668,60,N,28,70,152,W,45,61,292,4
2009,3,22,10,23,5424,60,N,29,49,152,W,45,75,74,1
2009,3,22,10,25,5093,60,N,28,98,152,W,45,99,0,7
2009,3,22,10,26,976,60,N,29,19,152,W,45,70,0,7
2009,3,22,10,27,5816,60,N,29,0,152,W,45,66,94,2
2009,3,22,10,28,1118,60,N,30,24,152,W,47,24,275,4
2009,3,22,10,28,5692,60,N,31,22,152,W,46,57,486,1
2009,3,22,10,29,2358,60,N,28,60,152,W,45,71,169,0
2009,3,22,10,30,2965,60,N,29,56,152,W,45,95,0,5
2009,3,22,10,34,1313,60,N,29,40,152,W,45,71,23,7
2009,3,22,10,34,3676,60,N,30,21,152,W,47,71,167,5
2009,3,22,10,38,1630,60,N,29,68,152,W,45,94,86,7
2009,3,22,10,40,5777,53,N,14,84,168,W,1,68,787,7
2009,3,22,10,41,4595,60,N,28,96,152,W,46,16,14,4
2009,3,22,10,42,840,60,N,29,31,152,W,45,86,0,4
2009,3,22,10,44,5118,60,N,29,2,152,W,45,87,0,-4
2009,3,22,10,45,541,60,N,29,30,152,W,46,54,0,5
2009,3,22,10,45,4695,60,N,29,43,152,W,45,90,4,5
2009,3,22,10,46,1225,60,N,29,29,152,W,46,20,0,5
2009,3,22,10,47,3842,60,N,28,27,152,W,45,30,251,1
2009,3,22,10,50,3062,60,N,30,5,152,W,46,41,0,3
2009,3,22,10,51,651,60,N,29,62,152,W,45,82,0,4
2009,3,22,10,51,4841,60,N,29,34,152,W,46,39,0,6
2009,3,22,10,52,4457,60,N,29,84,152,W,45,86,265,1
2009,3,22,10,53,4699,60,N,28,99,152,W,45,75,74,3
2009,3,22,10,56,1360,60,N,28,70,152,W,45,85,0,8
2009,3,22,10,57,4371,60,N,29,11,152,W,46,3,22,2
2009,3,22,10,58,5137,60,N,29,43,152,W,45,73,62,8
2009,3,22,11,0,1640,60,N,29,83,152,W,45,3,0,-2
2009,3,22,11,0,2107,60,N,30,30,152,W,46,51,278,8
2009,3,22,11,2,3071,60,N,29,84,152,W,46,74,0,-1
2009,3,22,11,2,4181,60,N,29,8,152,W,45,87,0,6
2009,3,22,11,3,2516,60,N,28,62,152,W,45,70,505,12
2009,3,22,11,5,5441,60,N,29,76,152,W,45,88,3,-7
2009,3,22,11,5,5789,60,N,29,63,152,W,45,87,46,6
2009,3,22,11,7,1237,60,N,29,15,152,W,45,24,0,3
2009,3,22,11,8,2745,60,N,29,62,152,W,46,10,0,9
2009,3,22,11,8,4813,60,N,29,13,152,W,46,4,0,2
2009,3,22,11,9,3226,60,N,29,89,152,W,46,1,72,-2
2009,3,22,11,9,3788,60,N,29,25,152,W,46,21,0,2
2009,3,22,11,11,975,60,N,29,70,152,W,45,62,196,3
2009,3,22,11,11,2468,60,N,30,18,152,W,45,93,64,-4
2009,3,22,11,12,2847,60,N,28,94,152,W,45,66,55,6
2009,3,22,11,13,4958,60,N,30,48,152,W,47,1,24,2
2009,3,22,11,14,1496,60,N,29,32,152,W,46,37,0,3
2009,3,22,11,15,1045,60,N,28,95,152,W,45,61,28,6
2009,3,22,11,18,2335,60,N,28,75,152,W,45,73,62,6
2009,3,22,11,22,4902,60,N,29,30,152,W,45,75,0,5
2009,3,22,11,23,2250,60,N,29,22,152,W,46,8,0,6
2009,3,22,11,23,5727,60,N,29,5,152,W,45,96,0,-4
2009,3,22,11,24,3549,61,N,9,86,152,W,16,47,401,0
2009,3,22,11,24,4635,60,N,28,16,152,W,46,72,666,6
2009,3,22,11,25,887,60,N,28,50,152,W,45,79,52,5
2009,3,22,11,26,3901,60,N,28,33,152,W,44,95,303,7
2009,3,22,11,31,4786,60,N,28,46,152,W,45,63,270,3
2009,3,22,11,31,5313,60,N,28,26,152,W,43,14,740,11
2009,3,22,11,35,20,60,N,29,17,152,W,45,88,0,4
2009,3,22,11,37,1431,60,N,28,83,152,W,45,84,106,-2
2009,3,22,11,37,3911,60,N,30,13,152,W,46,67,0,5
2009,3,22,11,37,5157,60,N,29,64,152,W,44,90,336,10
2009,3,22,11,38,724,60,N,29,45,152,W,45,74,72,2
2009,3,22,11,39,5566,60,N,28,85,152,W,45,74,45,2
2009,3,22,11,40,2259,60,N,29,61,152,W,46,53,0,5
2009,3,22,11,40,5782,60,N,29,51,152,W,47,13,300,2
2009,3,22,11,41,1352,60,N,29,6,152,W,45,79,0,4
2009,3,22,11,42,2105,60,N,28,73,152,W,46,8,85,7
2009,3,22,11,43,86,60,N,28,61,152,W,45,80,102,2
2009,3,22,11,45,28,60,N,28,73,152,W,45,70,150,7
2009,3,22,11,48,5487,60,N,29,29,152,W,45,75,0,6
2009,3,22,11,50,3609,60,N,28,63,152,W,45,97,212,3
2009,3,22,11,52,4569,60,N,29,33,152,W,46,4,0,4
2009,3,22,11,56,2532,60,N,28,89,152,W,45,60,88,7
2009,3,22,11,56,3514,60,N,29,74,152,W,45,78,22,5
2009,3,22,11,58,97,60,N,29,76,152,W,46,44,0,2
2009,3,22,11,59,3866,60,N,29,73,152,W,45,82,11,4
2009,3,22,12,2,2901,60,N,29,23,152,W,46,55,0,2
2009,3,22,12,3,1510,60,N,29,5,152,W,46,7,29,5
2009,3,22,12,3,4528,60,N,29,45,152,W,45,85,335,5
2009,3,22,12,4,5385,60,N,29,21,152,W,46,0,251,4
2009,3,22,12,7,1391,60,N,29,29,152,W,45,72,0,2
2009,3,22,12,7,2649,60,N,29,34,152,W,46,14,47,6
2009,3,22,12,7,4626,60,N,29,4,152,W,46,72,0,8
2009,3,22,12,8,603,60,N,28,86,152,W,45,93,114,-3
2009,3,22,12,9,5760,60,N,29,9,152,W,46,13,15,5
2009,3,22,12,11,3860,60,N,29,14,152,W,45,75,42,1
2009,3,22,12,14,4423,60,N,28,72,152,W,45,83,74,1
2009,3,22,12,16,715,60,N,29,51,152,W,45,88,145,6
2009,3,22,12,18,4978,60,N,30,6,152,W,45,63,0,1
2009,3,22,12,19,3777,60,N,29,92,152,W,45,79,36,-3
2009,3,22,12,19,5849,60,N,28,78,152,W,45,78,83,8
2009,3,22,12,21,2117,60,N,29,65,152,W,46,23,0,-2
2009,3,22,12,21,3606,60,N,29,9,152,W,46,12,0,5
2009,3,22,12,24,4676,60,N,28,87,152,W,45,88,42,6
2009,3,22,12,25,2892,60,N,29,28,152,W,46,92,0,0
2009,3,22,12,25,5836,60,N,28,52,152,W,46,67,235,3
2009,3,22,12,30,1135,60,N,28,40,152,W,45,80,197,6
2009,3,22,12,34,2604,58,N,13,53,155,W,10,4,118,4
2009,3,22,12,35,622,60,N,28,64,152,W,45,94,150,5
2009,3,22,12,37,5472,60,N,28,78,152,W,45,90,90,5
2009,3,22,12,39,5398,60,N,27,67,152,W,46,48,231,1
2009,3,22,12,40,805,60,N,29,30,152,W,45,85,0,4
2009,3,22,12,41,349,60,N,29,78,152,W,47,54,280,1
2009,3,22,12,41,1377,60,N,28,90,152,W,45,97,2,1
2009,3,22,12,42,2,60,N,28,99,152,W,45,94,0,8
2009,3,22,12,43,4510,60,N,29,26,152,W,47,25,300,3
2009,3,22,12,43,5767,60,N,29,28,152,W,45,78,117,6
2009,3,22,12,48,3366,60,N,29,11,152,W,46,11,59,12
2009,3,22,12,49,5895,60,N,29,78,152,W,46,57,245,-1
2009,3,22,12,50,759,60,N,28,99,152,W,45,81,76,7
2009,3,22,12,50,2484,60,N,29,79,152,W,46,87,0,3
2009,3,22,12,52,5616,60,N,29,17,152,W,46,34,184,1
2009,3,22,12,53,475,60,N,29,94,152,W,46,0,0,2
2009,3,22,12,54,855,60,N,28,83,152,W,47,4,0,0
2009,3,22,12,54,2722,60,N,28,98,152,W,45,97,0,2
2009,3,22,12,55,5170,60,N,28,69,152,W,45,66,197,6
2009,3,22,12,57,685,60,N,28,69,152,W,45,44,185,2
2009,3,22,12,59,2,60,N,29,33,152,W,45,64,515,3
2009,3,22,13,0,137,60,N,28,69,152,W,45,67,150,7
2009,3,22,13,1,2164,60,N,28,74,152,W,46,49,56,-1
2009,3,22,13,1,3005,60,N,28,74,152,W,45,92,71,2
2009,3,22,13,2,5981,60,N,28,81,152,W,45,91,59,6
2009,3,22,13,6,105,60,N,29,29,152,W,45,77,0,7
2009,3,22,13,6,4113,60,N,29,44,152,W,46,56,0,4
2009,3,22,13,7,2616,60,N,28,5,152,W,45,66,0,-5
2009,3,22,13,12,1067,60,N,29,13,152,W,45,84,0,5
2009,3,22,13,15,1680,60,N,29,27,152,W,46,4,13,6
2009,3,22,13,15,4207,60,N,28,98,152,W,45,85,161,4
2009,3,22,13,16,4703,60,N,28,60,152,W,45,76,108,1
2009,3,22,13,19,1084,60,N,28,79,152,W,45,88,57,5
2009,3,22,13,21,497,60,N,29,41,152,W,45,46,349,1
2009,3,22,13,21,2509,60,N,28,97,152,W,47,30,185,5
2009,3,22,13,22,1675,60,N,29,20,152,W,45,94,77,4
2009,3,22,13,22,3449,60,N,29,20,152,W,46,13,0,5
2009,3,22,13,23,3354,60,N,27,98,152,W,46,31,691,11
2009,3,22,13,26,3299,60,N,28,77,152,W,45,78,88,6
2009,3,22,13,27,720,60,N,29,11,152,W,45,64,0,2
2009,3,22,13,29,5512,60,N,29,97,152,W,45,93,73,1
2009,3,22,13,30,1000,60,N,29,77,152,W,46,95,0,3
2009,3,22,13,31,2468,60,N,29,12,152,W,45,92,0,2
2009,3,22,13,35,4131,60,N,29,50,152,W,45,91,69,6
2009,3,22,13,36,214,60,N,29,18,152,W,45,75,0,1
2009,3,22,13,37,5786,60,N,28,84,152,W,45,97,0,4
2009,3,22,13,40,5035,60,N,29,76,152,W,48,80,655,2
2009,3,22,13,41,1063,60,N,29,62,152,W,46,49,0,-5
2009,3,22,13,41,1433,60,N,29,84,152,W,45,95,38,6
2009,3,22,13,41,4479,60,N,26,91,152,W,44,30,170,9
2009,3,22,13,43,1635,60,N,29,90,152,W,46,50,0,3
2009,3,22,13,43,4196,60,N,28,87,152,W,45,58,134,4
2009,3,22,13,45,726,60,N,28,62,152,W,45,71,153,2
2009,3,22,13,45,4213,60,N,29,56,152,W,46,54,0,-4
2009,3,22,13,46,2433,60,N,28,78,152,W,45,94,64,-2
2009,3,22,13,46,5722,60,N,29,82,152,W,46,14,0,2
2009,3,22,13,47,1825,60,N,29,4,152,W,45,34,0,-6
2009,3,22,13,47,4291,60,N,28,87,152,W,45,91,46,4
2009,3,22,13,49,2937,60,N,29,98,152,W,45,47,641,8
2009,3,22,13,49,3851,60,N,29,51,152,W,46,30,12,11
2009,3,22,13,50,1055,60,N,28,83,152,W,45,85,56,1
2009,3,22,13,51,4015,60,N,29,35,152,W,45,85,0,5
2009,3,22,13,51,5597,60,N,29,67,152,W,44,51,0,-5
2009,3,22,13,53,4414,60,N,28,84,152,W,45,88,62,2
2009,3,22,13,54,44,60,N,29,8,152,W,46,8,183,4
2009,3,22,13,54,2413,60,N,28,97,152,W,45,78,15,2
2009,3,22,13,55,2341,60,N,29,30,152,W,45,93,0,6
2009,3,22,13,55,4503,60,N,28,87,152,W,45,76,128,3
2009,3,22,13,57,3296,60,N,29,39,152,W,45,33,0,1
2009,3,22,13,57,5265,60,N,27,99,152,W,46,73,260,3
2009,3,22,13,59,2037,60,N,27,98,152,W,46,11,0,-3
2009,3,22,14,2,780,60,N,28,94,152,W,45,76,16,2
2009,3,22,14,5,5829,60,N,29,11,152,W,46,16,0,7
2009,3,22,14,7,2827,60,N,29,93,152,W,45,99,16,3
2009,3,22,14,9,903,60,N,29,76,152,W,46,43,30,4
2009,3,22,14,11,685,60,N,28,72,152,W,48,5,456,8
2009,3,22,14,11,932,60,N,28,97,152,W,45,89,408,5
2009,3,22,14,12,28,60,N,29,31,152,W,45,89,0,2
2009,3,22,14,12,2256,60,N,29,22,152,W,46,44,74,1
2009,3,22,14,13,5678,60,N,30,52,152,W,44,85,240,8
2009,3,22,14,14,3197,60,N,29,83,152,W,47,0,194,5
2009,3,22,14,16,3151,60,N,29,77,152,W,44,72,280,7
2009,3,22,14,17,4148,60,N,28,93,152,W,45,71,29,2
2009,3,22,14,19,2395,60,N,30,15,152,W,45,88,0,-2
2009,3,22,14,19,3865,60,N,28,71,152,W,45,72,93,6
2009,3,22,14,22,3512,60,N,28,72,152,W,45,76,92,6
2009,3,22,14,24,5696,60,N,28,84,152,W,45,89,69,8
2009,3,22,14,26,2789,60,N,28,75,152,W,45,78,41,2
2009,3,22,14,27,2416,60,N,29,86,152,W,46,0,18,3
2009,3,22,14,28,939,60,N,30,13,152,W,45,90,0,0
2009,3,22,14,28,2746,60,N,29,45,152,W,47,41,0,-5
2009,3,22,14,29,2640,60,N,29,50,152,W,46,72,186,0
2009,3,22,14,29,2915,60,N,30,7,152,W,45,83,172,3
2009,3,22,14,29,5830,60,N,28,72,152,W,45,85,56,-3
2009,3,22,14,30,4414,60,N,29,45,152,W,46,9,0,8
2009,3,22,14,31,4842,60,N,29,16,152,W,46,12,0,4
2009,3,22,14,32,2767,60,N,30,11,152,W,46,16,0,2
2009,3,22,14,33,4154,60,N,29,19,152,W,46,15,48,2
2009,3,22,14,34,314,60,N,28,51,152,W,45,72,149,5
2009,3,22,14,36,1079,60,N,29,34,152,W,46,0,58,6
2009,3,22,14,36,2748,60,N,28,81,152,W,45,87,58,2
2009,3,22,14,37,4816,60,N,28,69,152,W,45,91,97,4
2009,3,22,14,39,3290,60,N,29,6,152,W,46,5,0,2
2009,3,22,14,40,4675,60,N,28,86,152,W,45,89,55,1
2009,3,22,14,42,314,60,N,28,98,152,W,45,99,54,2
2009,3,22,14,44,4757,60,N,28,63,152,W,45,75,110,-2
2009,3,22,14,45,3126,60,N,28,78,152,W,45,90,56,2
2009,3,22,14,46,4045,60,N,29,29,152,W,46,41,20,-6
2009,3,22,14,46,4904,60,N,28,90,152,W,45,84,24,1
2009,3,22,14,48,683,60,N,28,57,152,W,47,36,382,10
2009,3,22,14,48,2681,60,N,28,35,152,W,45,55,173,5
2009,3,22,14,49,3751,60,N,29,9,152,W,46,96,423,6
2009,3,22,14,49,4418,60,N,29,10,152,W,45,79,0,4
2009,3,22,14,51,1121,58,N,17,35,154,W,54,76,2768,13
2009,3,22,14,51,2482,60,N,29,8,152,W,46,10,0,4
2009,3,22,14,54,1370,60,N,30,19,152,W,46,57,27,-2
2009,3,22,14,54,3334,60,N,29,27,152,W,45,93,0,2
2009,3,22,14,55,472,60,N,28,75,152,W,45,93,48,-5
2009,3,22,14,57,703,60,N,29,42,152,W,46,16,0,2
2009,3,22,15,0,348,60,N,29,25,152,W,45,80,0,5
2009,3,22,15,0,1609,60,N,29,53,152,W,46,48,15,6
2009,3,22,15,2,2325,60,N,30,40,152,W,45,85,77,0
2009,3,22,15,3,1709,60,N,28,78,152,W,45,79,74,3
2009,3,22,15,5,1247,60,N,29,49,152,W,46,96,0,4
2009,3,22,15,5,3660,60,N,29,1,152,W,45,91,0,1
2009,3,22,15,7,642,60,N,28,96,152,W,46,22,182,-1
2009,3,22,15,7,2293,60,N,28,83,152,W,45,67,156,6
2009,3,22,15,7,4250,60,N,29,26,152,W,46,13,78,5
2009,3,22,15,11,4653,60,N,28,75,152,W,45,78,85,6
2009,3,22,15,12,561,60,N,29,97,152,W,45,92,0,-2
2009,3,22,15,13,4652,60,N,29,7,152,W,46,4,0,4
2009,3,22,15,19,459,60,N,29,82,152,W,46,41,0,-4
2009,3,22,15,19,1345,60,N,28,90,152,W,45,74,31,3
2009,3,22,15,20,3105,60,N,28,95,152,W,45,85,33,1
2009,3,22,15,21,2608,60,N,29,99,152,W,45,83,193,5
2009,3,22,15,23,1335,60,N,28,79,152,W,45,93,50,2
2009,3,22,15,23,3560,60,N,28,77,152,W,45,37,296,3
2009,3,22,15,25,4075,60,N,28,20,152,W,46,20,0,6
2009,3,22,15,26,253,60,N,28,78,152,W,45,80,67,2
2009,3,22,15,27,2563,60,N,29,55,152,W,46,23,81,2
2009,3,22,15,27,3566,60,N,28,84,152,W,45,90,63,3
2009,3,22,15,29,441,60,N,29,9,152,W,44,15,0,0
2009,3,22,15,29,2534,60,N,30,10,152,W,46,54,0,-5
2009,3,22,15,31,1917,60,N,30,3,152,W,45,32,0,3
2009,3,22,15,31,5331,60,N,29,65,152,W,45,93,31,-1
2009,3,22,15,32,5873,60,N,28,86,152,W,45,54,157,-1
2009,3,22,15,34,1007,60,N,28,59,152,W,45,77,313,-1
2009,3,22,15,34,2921,60,N,29,9,152,W,46,4,23,7
2009,3,22,15,34,4609,60,N,28,98,152,W,45,96,25,2
2009,3,22,15,35,4235,60,N,29,21,152,W,46,4,0,3
2009,3,22,15,35,5491,60,N,30,26,152,W,45,74,1,2
2009,3,22,15,36,756,60,N,28,76,152,W,46,17,218,0
2009,3,22,15,37,150,60,N,28,98,152,W,46,19,0,0
2009,3,22,15,37,4593,60,N,29,40,152,W,46,12,0,8
2009,3,22,15,38,5022,60,N,28,96,152,W,46,4,31,6
2009,3,22,15,40,992,60,N,29,0,152,W,45,74,30,0
2009,3,22,15,40,2889,60,N,30,73,152,W,45,91,432,6
2009,3,22,15,40,5662,60,N,29,5,152,W,46,16,30,2
2009,3,22,15,41,2453,60,N,28,74,152,W,45,91,66,5
2009,3,22,15,41,5602,60,N,29,18,152,W,46,1,71,6
2009,3,22,15,42,2346,60,N,29,13,152,W,46,18,176,7
2009,3,22,15,43,3948,60,N,30,10,152,W,45,78,0,3
2009,3,22,15,45,910,60,N,29,67,152,W,46,96,597,9
2009,3,22,15,45,3014,60,N,28,96,152,W,45,73,0,3
2009,3,22,15,47,5702,60,N,28,77,152,W,45,87,77,7
2009,3,22,15,49,4400,60,N,28,98,152,W,45,76,10,1
2009,3,22,15,50,881,60,N,29,90,152,W,46,3,510,0
2009,3,22,15,51,456,60,N,28,61,152,W,45,85,208,3
2009,3,22,15,52,5977,60,N,29,56,152,W,46,22,207,4
2009,3,22,15,53,1112,60,N,28,83,152,W,45,95,45,6
2009,3,22,15,53,5665,60,N,29,74,152,W,46,99,50,4
2009,3,22,15,56,1395,60,N,28,98,152,W,45,50,157,2
2009,3,22,15,56,5041,60,N,29,30,152,W,45,74,51,-3
2009,3,22,15,57,362,60,N,29,49,152,W,46,79,0,3
2009,3,22,15,57,3194,60,N,29,62,152,W,45,65,0,3
2009,3,22,15,57,4585,60,N,30,22,152,W,46,15,66,-1
2009,3,22,15,58,2030,60,N,29,87,152,W,45,44,0,1
2009,3,22,15,58,4281,60,N,28,85,152,W,45,86,57,3
2009,3,22,15,59,608,60,N,29,31,152,W,46,96,0,-5
2009,3,22,15,59,5712,60,N,28,95,152,W,45,72,149,4
2009,3,22,16,0,5280,60,N,28,83,152,W,45,87,49,1
2009,3,22,16,2,5553,60,N,28,98,152,W,45,84,0,3
2009,3,22,16,3,1859,60,N,29,36,152,W,46,43,0,-5
2009,3,22,16,4,1323,60,N,29,63,152,W,45,70,244,4
2009,3,22,16,7,526,60,N,29,21,152,W,45,42,0,5
2009,3,22,16,8,3332,60,N,29,46,152,W,45,87,75,1
2009,3,22,16,8,4757,60,N,29,19,152,W,45,73,240,2
2009,3,22,16,10,2073,60,N,29,32,152,W,45,87,0,1
2009,3,22,16,11,3895,60,N,28,76,152,W,45,88,73,-4
2009,3,22,16,12,2735,60,N,28,85,152,W,45,86,70,3
2009,3,22,16,14,2616,60,N,29,35,152,W,45,73,0,6
2009,3,22,16,19,2499,60,N,30,26,152,W,45,97,0,3
2009,3,22,16,20,4558,60,N,28,38,152,W,45,37,308,-2
2009,3,22,16,20,5637,60,N,29,2,152,W,45,82,75,4
2009,3,22,16,21,317,60,N,29,88,152,W,46,32,0,4
2009,3,22,16,23,1333,60,N,28,84,152,W,45,88,55,1
2009,3,22,16,23,3126,60,N,28,69,152,W,45,78,87,-1
2009,3,22,16,25,2162,60,N,29,35,152,W,45,10,0,-5
2009,3,22,16,25,3263,60,N,28,98,152,W,45,82,73,6
