time,lat,long,depth,mag,ms
2009-03-22T14:12:22.560Z,60.487,-152.774,0.74,0.1,1237731142560
2009-03-22T14:28:09.390Z,60.50216666666667,-152.765,-1.73,0,1237732089390
2009-03-22T14:29:26.400Z,60.49166666666667,-152.77866666666668,1.86,0,1237732166400
2009-03-22T14:40:46.750Z,60.481,-152.76483333333334,0.55,0.1,1237732846750
2009-03-22T14:46:49.040Z,60.48166666666667,-152.764,0.24,0.1,1237733209040
2009-03-22T15:02:23.250Z,60.50666666666667,-152.76416666666665,0.77,0,1237734143250
2009-03-22T15:05:36.600Z,60.4835,-152.76516666666666,-0.02,0.1,1237734336600
2009-03-22T15:20:31.050Z,60.4825,-152.76416666666665,0.33,0.1,1237735231050
2009-03-22T15:29:04.410Z,60.484833333333334,-152.73583333333335,-1.15,0,1237735744410
2009-03-22T15:36:07.560Z,60.47933333333334,-152.7695,2.18,0,1237736167560
2009-03-22T15:37:01.500Z,60.483,-152.76983333333334,-0.19,0,1237736221500
2009-03-22T15:40:09.920Z,60.483333333333334,-152.76233333333334,0.3,0,1237736409920
