time,lat,long,depth,mag
2009-11-20T00:23:04.250Z,58.16833367,-155.362167391,66,6
2009-11-20T00:22:04.060Z,58.167500335,-155.366834067,191,13
2009-11-19T18:46:36.670Z,61.077333488,-152.34833403,222,2
2009-11-19T17:20:48.060Z,61.014500029,-152.551167769,1343,5
2009-11-19T15:28:15.030Z,58.27000054,-155.010166687,192,9
2009-11-19T15:25:35.560Z,58.270333874,-155.01500003,205,8
2009-11-19T13:17:30.180Z,58.169667006,-155.319000638,0,8
2009-11-19T10:39:59.180Z,58.297833929,-154.830334994,244,10
2009-11-19T04:17:18.340Z,52.019666706,-175.458167583,0,19
2009-11-19T04:05:38.620Z,58.219333772,-155.160500321,0,0
2009-11-18T18:34:10.990Z,58.234667136,-155.143500287,106,4
2009-11-18T15:37:17.030Z,61.189167045,-152.256833847,661,1
2009-11-18T08:27:20.150Z,61.061166789,-152.353167373,222,1
2009-11-18T05:05:04.990Z,61.050666768,-152.32666732,380,1
2009-11-18T03:54:59.790Z,58.238500477,-155.141500283,152,7
2009-11-18T01:31:28.750Z,58.180833695,-155.274167215,135,3
2009-11-18T01:07:55.940Z,54.586167839,-163.499167665,224,16
2009-11-18T00:01:40.080Z,58.239667146,-155.138666944,0,7
2009-11-17T18:59:47.960Z,58.170667008,-155.353000706,167,7
2009-11-17T18:28:31.390Z,51.873001746,-177.627834589,994,15
2009-11-17T16:56:03.820Z,54.137833609,-165.99500199,282,0
2009-11-17T10:18:27.430Z,61.529667726,-151.934168535,1500,15
2009-11-17T02:42:50.360Z,58.006000012,-155.520834375,713,5
2009-11-16T19:48:51.100Z,61.331833997,-152.271167209,0,2
2009-11-16T16:51:46.690Z,60.491500983,-152.759168185,333,1
2009-11-16T15:16:07.380Z,54.514001028,-164.710834755,200,3
2009-11-16T06:53:10.420Z,61.050833435,-152.367000734,1522,1
2009-11-16T03:18:57.630Z,60.032500065,-153.073666814,0,-6
2009-11-16T02:23:26.840Z,51.782668232,-179.1000002,1271,20
2009-11-16T02:22:27.090Z,60.503001006,-152.760668188,0,-5
2009-11-16T02:16:44.880Z,52.054833443,-176.058666784,905,0
2009-11-15T19:16:39.940Z,58.283833901,-155.000666668,327,5
2009-11-15T12:01:56.030Z,60.502001004,-152.735668138,0,-4
2009-11-15T08:42:32.410Z,58.191000382,-155.285500571,0,2
2009-11-14T22:21:23.400Z,60.489667646,-152.762668192,0,-1
2009-11-14T22:21:19.790Z,60.476834287,-152.764001528,0,-9
2009-11-14T22:20:53.370Z,60.470167607,-152.767334868,228,1
2009-11-14T20:46:41.680Z,58.173667014,-155.329500659,0,6
2009-11-14T19:04:30.870Z,57.874335082,-156.156166979,1125,18
2009-11-14T18:53:49.540Z,58.267000534,-155.011166689,196,10
2009-11-14T12:06:41.070Z,58.236000472,-155.164166995,337,10
2009-11-14T10:21:03.650Z,58.181000362,-155.361167389,0,2
2009-11-14T09:50:13.930Z,58.239167145,-155.171333676,299,11
2009-11-14T09:24:31.660Z,58.182167031,-155.287333908,189,8
2009-11-14T06:50:23.150Z,53.964335262,-166.565167797,568,16
2009-11-14T06:20:23.240Z,58.247333828,-155.115666898,0,1
2009-11-14T06:18:29.730Z,58.249167165,-155.116333566,0,3
2009-11-14T02:05:55.750Z,61.269000538,-152.253667174,0,1
2009-11-14T00:44:54.990Z,61.490334314,-152.002666672,325,7
2009-11-13T21:53:38.670Z,58.170167007,-155.339500679,120,3
2009-11-13T17:13:44.110Z,58.235500471,-155.084333502,814,10
2009-11-13T16:27:09.580Z,51.871501743,-177.894835123,500,7
2009-11-13T14:46:13.190Z,58.182333698,-155.301000602,161,7
2009-11-13T14:44:08.500Z,54.533501067,-164.679001358,0,7
2009-11-13T08:29:49.160Z,51.753501507,-179.000500001,1016,22
2009-11-13T07:43:56.590Z,60.44000088,-152.713168093,1036,4
2009-11-13T07:07:37.160Z,60.438667544,-152.708834751,1020,4
2009-11-13T06:36:57.660Z,54.794834923,-161.902168471,919,19
2009-11-13T04:31:14.940Z,60.446167559,-152.712168091,1027,11
2009-11-13T04:27:40.480Z,60.44500089,-152.704168075,957,9
