time,lat,long,depth,mag
2009-01-11T12:44:56.400Z,54.609,-163.50583333333333,5.32,1.4
2009-01-11T18:30:17.270Z,58.118,-154.50466666666668,7.48,1.4
2009-01-11T18:43:27.910Z,54.63616666666667,-163.59266666666667,1.86,1.7
2009-01-11T19:55:41.060Z,58.219166666666666,-155.088,0,0.6
2009-01-11T22:12:11.870Z,58.17516666666667,-155.3445,3.1,1.6
2009-01-11T22:40:23.540Z,60.048833333333334,-153.04883333333333,3.48,0.1
2009-01-12T01:18:41.250Z,60.54683333333333,-152.5135,10.22,0.7
2009-01-12T02:33:42.660Z,54.60666666666667,-163.51083333333332,5.09,1.5
2009-01-12T04:37:19.920Z,54.760333333333335,-163.60716666666667,2.73,0.7
2009-01-12T07:40:48.460Z,60.50683333333333,-152.78833333333333,32,1.5
2009-01-12T10:14:52.030Z,53.64816666666667,-167.03416666666666,14.46,1.3
2009-01-12T10:52:52.450Z,58.1595,-155.39183333333332,1.27,1.2
2009-01-12T11:18:30.050Z,58.22816666666667,-155.14933333333335,0,0.1
2009-01-12T14:46:03.980Z,54.63483333333333,-163.53983333333332,6.91,1.5
2009-01-12T15:17:34.770Z,52.3285,-174.15516666666667,8.01,1.7
2009-01-12T15:20:08.340Z,58.24066666666667,-155.13316666666665,1.14,0.8
2009-01-12T15:40:08.940Z,60.03816666666667,-153.071,0,-0.2
2009-01-12T18:02:47.740Z,58.215833333333336,-155.1055,9.96,0.9
2009-01-12T18:23:04.130Z,53.92433333333334,-166.60383333333334,8.79,0.9
2009-01-12T19:22:41.050Z,54.6155,-163.53066666666666,3.63,1.1
2009-01-12T20:27:29.360Z,58.25966666666667,-154.93283333333332,2.96,1.1
2009-01-12T21:03:14.400Z,54.62083333333333,-163.55633333333333,3.04,1.1
2009-01-12T23:24:19.420Z,60.02916666666667,-153.07316666666668,0,-0.2
2009-01-12T23:24:24.930Z,60.0355,-153.06716666666668,2.11,0.4
2009-01-12T23:27:40.210Z,58.23433333333333,-155.172,2.62,1.1
2009-01-12T23:37:04.420Z,61.304833333333335,-152.23583333333335,4.62,-0.2
2009-01-12T23:53:08.200Z,52.179833333333335,-173.636,27.7,2.4
2009-01-13T00:03:20.520Z,61.2305,-152.12533333333334,5.4,-0.1
2009-01-13T00:05:35.210Z,60.04266666666667,-153.07366666666667,1.45,0
2009-01-13T07:42:13.400Z,61.24583333333333,-152.21966666666665,1.49,0.3
2009-01-13T09:50:55.100Z,60.03766666666667,-153.00766666666667,1.16,0.1
